Wall time,Step,Value
1709392051.863835,5,0.9552494883537292
1709392055.8194048,18,1.127925992012024
1709392057.6197486,24,1.0429145097732544
1709392062.522733,40,0.9571677446365356
1709392063.1227744,42,1.018455147743225
1709392064.054789,45,1.0827142000198364
1709392066.4820936,53,0.9984699487686157
1709392067.423187,56,1.0203908681869507
1709392071.9959419,71,1.0933244228363037
1709392072.8970098,74,1.0707179307937622
1709392078.941011,94,0.9849504828453064
1709392081.3636305,102,1.0227333307266235
1709392082.2637243,105,0.987107515335083
1709392082.567818,106,1.004908800125122
1709392084.6824932,113,0.970344066619873
1709392088.5724711,126,1.0671371221542358
1709392092.464965,139,1.0622076988220215
1709392095.7932982,150,1.0978343486785889
1709392097.289283,155,1.0764765739440918
1709392098.1973097,158,1.0729079246520996
1709392100.9293153,167,1.0239713191986084
1709392101.2153635,168,1.0390686988830566
1709392104.0745578,178,1.006013035774231
1709392105.475812,183,1.0322154760360718
1709392106.02553,185,1.0439423322677612
1709392106.309645,186,1.0369294881820679
1709392107.4795823,190,1.0322339534759521
1709392109.7697768,198,0.9958282113075256
1709392111.9951968,206,1.013048529624939
1709392112.2652938,207,1.0739692449569702
1709392113.6413794,212,1.0204389095306396
1709392116.7273655,223,0.9477527141571045
1709392118.4130921,229,0.9629713892936707
1709392119.843059,234,0.9408296942710876
1709392124.05263,249,1.0421377420425415
1709392125.7255557,255,1.0779504776000977
1709392127.098845,260,1.0399953126907349
1709392129.0419493,267,1.017979383468628
1709392135.999043,271,0.2471817135810852
1709392136.6593864,273,0.2582865059375763
1709392147.7943792,292,1.0423675775527954
1709392149.2198884,297,1.0213727951049805
1709392149.4925628,298,0.9993929862976074
1709392150.8690197,303,0.9657286405563354
1709392152.236488,308,0.9653874039649963
1709392152.7851954,310,0.9810773730278015
1709392154.973283,318,0.9938115477561951
1709392155.2443767,319,0.9837654232978821
1709392158.3115218,330,0.9638896584510803
1709392160.836235,339,1.0045056343078613
1709392163.077594,347,0.98785400390625
1709392167.5249615,363,0.9753450155258179
1709392168.636318,367,0.9711607694625854
1709392171.446801,377,0.9892111420631409
1709392183.66843,421,0.9704188704490662
1709392183.961479,422,1.031605839729309
1709392186.2739618,430,0.9849411249160767
1709392188.8530295,439,0.9973135590553284
1709392189.4132164,441,1.0045411586761475
1709392189.692283,442,0.9343129992485046
1709392190.53447,445,0.9249884486198425
1709392192.1858153,451,0.982653021812439
1709392194.7416644,460,0.9889408946037292
1709392195.4502947,463,1.0161371231079102
1709392195.6735477,464,0.9810351729393005
1709392197.8931136,474,0.9785953164100647
1709392202.2397616,491,0.940147340297699
1709392202.7501557,493,0.9527781009674072
1709392207.7607687,512,0.988639235496521
1709392208.280032,514,0.9454749226570129
1709392209.061418,517,0.9823217988014221
1709392211.1590154,525,1.0021159648895264
1709392212.734358,531,0.9673911929130554
1709392213.2635875,533,1.019329309463501
1709392214.043977,536,1.007372260093689
1709392215.6153133,542,1.0000642538070679
1709392216.9404285,547,0.9941969513893127
1709392225.384084,557,0.24610109627246857
1709392226.7945604,563,0.2380800098180771
1709392234.2407937,569,0.9666677713394165
1709392235.289353,573,0.9703503847122192
1709392236.8691301,579,0.9970853328704834
1709392237.4372687,581,0.9783226847648621
1709392238.2276304,584,0.988126277923584
1709392238.7548666,586,0.9681440591812134
1709392239.0189838,587,0.9684518575668335
1709392240.3304956,592,0.919593334197998
1709392240.5896292,593,0.9219481348991394
1709392243.0041099,602,0.9346813559532166
1709392245.1010962,610,0.9419097900390625
1709392246.458713,615,0.9772476553916931
1709392247.770468,620,0.9592392444610596
1709392248.2962832,622,0.9621081352233887
1709392251.4466708,634,0.9097129106521606
1709392253.2895353,641,0.9244591593742371
1709392253.5546486,642,0.8990284204483032
1709392254.0760229,644,0.9444695115089417
1709392254.8649147,647,0.9360576868057251
1709392255.4370015,649,0.9244332313537598
1709392258.5950854,661,0.9187586903572083
1709392259.4247897,664,0.8958215117454529
1709392260.4770138,668,0.9210919737815857
1709392261.2693982,671,0.9038380980491638
1709392262.060801,674,0.9024829864501953
1709392263.106278,678,0.9446158409118652
1709392263.3651183,679,0.8997323513031006
1709392264.4207015,683,0.9461283087730408
1709392265.7592244,688,0.9343010783195496
1709392270.5287418,706,0.9358713626861572
1709392272.617368,714,0.9260419011116028
1709392273.699753,718,0.9297313690185547
1709392274.7472494,722,0.9302374720573425
1709392275.0183434,723,0.9201902151107788
1709392276.8613167,730,0.9290028214454651
1709392279.2429883,739,0.8793753981590271
1709392280.302455,743,0.9040303826332092
1709392281.3504791,747,0.8779798746109009
1709392282.4488704,751,0.8678512573242188
1709392282.7159777,752,0.9012525677680969
1709392283.7853994,756,0.8749091625213623
1709392286.2266777,765,0.9298574328422546
1709392287.2732265,769,0.9194192290306091
1709392287.5319383,770,0.9131554961204529
1709392287.7910714,771,0.9235142469406128
1709392288.312328,773,0.9443004131317139
1709392288.5704648,774,0.9229236245155334
1709392290.1611822,780,0.8954188227653503
1709392291.2212334,784,0.8890642523765564
1709392291.4843533,785,0.9255863428115845
1709392292.0076032,787,0.905932605266571
1709392293.3138175,792,0.9487029314041138
1709392293.579928,793,0.9372642636299133
1709392293.839061,794,0.9029234647750854
1709392294.889553,798,0.9398937225341797
1709392295.950364,802,0.8931905031204224
1709392297.2815375,807,0.9122022390365601
1709392297.5386777,808,0.8843826055526733
1709392297.8027942,809,0.9374963045120239
1709392303.831935,832,0.9458414316177368
1709392310.7894132,836,0.23341701924800873
1709392311.3713396,838,0.22245141863822937
1709392312.522489,843,0.23838090896606445
1709392323.911934,867,0.9198475480079651
1709392324.400555,869,0.8848127722740173
1709392325.5875845,874,0.908030092716217
1709392326.0535858,876,0.8869630694389343
1709392327.0039353,880,0.902967095375061
1709392327.4723685,882,0.8800524473190308
1709392329.4144819,890,0.9206487536430359
1709392330.8148396,896,0.8703787326812744
1709392331.7495892,900,0.8630215525627136
1709392333.4135766,907,0.9150240421295166
1709392333.882049,909,0.9229286909103394
1709392335.292862,915,0.9019587635993958
1709392335.7583396,917,0.9170482158660889
1709392336.4600847,920,0.8530445098876953
1709392337.1617432,923,0.8729091882705688
1709392339.0819323,931,0.886910617351532
1709392339.3181422,932,0.8419083952903748
1709392340.0207977,935,0.883645236492157
1709392341.6922324,942,0.8553727269172668
1709392342.4158177,945,0.8567708134651184
1709392344.5151055,954,0.8546271324157715
1709392345.493832,958,0.9069386720657349
1709392346.200335,961,0.8923353552818298
1709392346.4415693,962,0.8932285904884338
1709392348.579725,971,0.8899345993995667
1709392348.8270087,972,0.9074900150299072
1709392349.775856,976,0.9050025343894958
1709392350.2403026,978,0.8713069558143616
1709392350.471143,979,0.8649698495864868
1709392351.4090455,983,0.8590438365936279
1709392351.6402724,984,0.89662766456604
1709392352.387806,987,0.903408408164978
1709392352.6250124,988,0.8953500986099243
1709392354.5044587,996,0.850430965423584
1709392355.4546876,1000,0.8378878831863403
1709392355.9311304,1002,0.808620810508728
1709392356.4390671,1004,0.8621768355369568
1709392356.6733184,1005,0.8368361592292786
1709392358.8222725,1014,0.8642798662185669
1709392359.534461,1017,0.8941074013710022
1709392361.411255,1025,0.8695688247680664
1709392361.8757012,1027,0.8573598861694336
1709392364.2453918,1037,0.8517045974731445
1709392365.9076989,1044,0.8833566308021545
1709392368.9486692,1057,0.8696790933609009
1709392370.4397311,1063,0.8647312521934509
1709392371.1434171,1066,0.9038475751876831
1709392371.6214895,1068,0.8787477612495422
1709392372.5484958,1072,0.8921839594841003
1709392373.5062926,1076,0.8512689471244812
1709392373.976761,1078,0.8703590035438538
1709392375.1554165,1083,0.8717465996742249
1709392375.3926232,1084,0.8679743409156799
1709392377.4844215,1093,0.8652358651161194
1709392378.8827822,1099,0.8783866167068481
1709392379.800718,1103,0.8889267444610596
1709392380.035937,1104,0.8629058599472046
1709392382.4199488,1114,0.8397843837738037
1709392383.5681965,1119,0.864723801612854
1709392392.7034805,1133,0.213609516620636
1709392393.1161003,1135,0.3364929258823395
1709392403.2792368,1155,0.8197033405303955
1709392403.5074735,1156,0.911177933216095
1709392404.4578273,1160,0.882010281085968
1709392404.697412,1161,0.8826858401298523
1709392404.9316287,1162,0.8657934665679932
1709392409.163688,1180,0.84792160987854
1709392411.9610705,1192,0.868640124797821
1709392412.191375,1193,0.8689468502998352
1709392413.6061761,1199,0.8564646244049072
1709392414.0785956,1201,0.8800268769264221
1709392415.248097,1206,0.8709924817085266
1709392421.349445,1232,0.8587483167648315
1709392421.8278446,1234,0.8188034892082214
1709392424.2214348,1244,0.870907723903656
1709392426.821996,1255,0.8912554979324341
1709392427.5206642,1258,0.8526958227157593
1709392428.2223394,1261,0.8460384011268616
1709392431.4278436,1274,0.8033783435821533
1709392433.1359003,1281,0.8422958254814148
1709392434.7101624,1287,0.8375167846679688
1709392436.392091,1294,0.8091843724250793
1709392437.7999618,1300,0.7906314730644226
1709392440.133028,1310,0.8204554915428162
1709392441.3016508,1315,0.8244965672492981
1709392441.5468307,1316,0.814204752445221
1709392442.2544637,1319,0.8076144456863403
1709392444.1339307,1327,0.8154566287994385
1709392444.8386054,1330,0.8171333074569702
1709392445.5275943,1333,0.8817802667617798
1709392446.2417426,1336,0.8404452204704285
1709392446.4725068,1337,0.8219797611236572
1709392450.671212,1355,0.8119829893112183
1709392454.192173,1370,0.8424707055091858
1709392457.7532744,1385,0.8566920757293701
1709392458.472398,1388,0.8242700099945068
1709392458.7076118,1389,0.8299096822738647
1709392459.222888,1391,0.82598477602005
1709392459.4511244,1392,0.8228814601898193
1709392470.4253113,1414,0.2066216617822647
1709392471.5286212,1419,0.3306646943092346
1709392477.795951,1422,0.8245980739593506
1709392478.7467706,1426,0.8330211639404297
1709392479.2241738,1428,0.8234702348709106
1709392480.1854997,1432,0.8392398357391357
1709392481.1213746,1436,0.8244532942771912
1709392482.07157,1440,0.8256545662879944
1709392487.9107602,1465,0.8121686577796936
1709392488.1459732,1466,0.816213071346283
1709392490.7279058,1477,0.8468383550643921
1709392492.6264455,1485,0.8358680605888367
1709392492.865646,1486,0.8523128628730774
1709392493.5752726,1489,0.8414450287818909
1709392494.0367286,1491,0.8241991400718689
1709392494.265962,1492,0.8126319050788879
1709392496.397523,1501,0.819320023059845
1709392498.0416658,1508,0.8435982465744019
1709392501.5747404,1523,0.8536881804466248
1709392501.8109505,1524,0.8299736380577087
1709392502.50463,1527,0.825137197971344
1709392508.186863,1551,0.8371034860610962
1709392508.4240694,1552,0.8320711851119995
1709392508.8905094,1554,0.7989271283149719
1709392510.5218868,1561,0.818493664264679
1709392512.1954048,1568,0.8695130944252014
1709392512.429165,1569,0.8186898231506348
1709392514.542136,1578,0.7913203835487366
1709392515.4815633,1582,0.7920441627502441
1709392515.94003,1584,0.7879186272621155
1709392516.8779573,1588,0.7969928979873657
1709392519.003486,1597,0.825141429901123
1709392520.6902518,1604,0.7841235399246216
1709392520.9264615,1605,0.7935808300971985
1709392522.1489015,1610,0.8056027889251709
1709392524.0326006,1618,0.8230234384536743
1709392526.1480563,1627,0.8322420716285706
1709392526.382795,1628,0.819071352481842
1709392527.3321567,1632,0.7824571132659912
1709392528.4903169,1637,0.8212641477584839
1709392529.2049682,1640,0.8292419910430908
1709392529.671408,1642,0.7948643565177917
1709392530.4191053,1645,0.8344824910163879
1709392531.112791,1648,0.8076184988021851
1709392532.0546463,1652,0.8062445521354675
