Wall time,Step,Value
1709382249.0839076,5,1.576944351196289
1709382255.831747,18,1.7433520555496216
1709382259.008374,24,1.7024115324020386
1709382267.5603597,40,1.6722047328948975
1709382268.6387131,42,1.6255345344543457
1709382270.252821,45,1.6524577140808105
1709382274.4047518,53,1.6695870161056519
1709382276.0123756,56,1.568137764930725
1709382284.0426586,71,1.6773134469985962
1709382285.65779,74,1.6432102918624878
1709382296.3201802,94,1.6704761981964111
1709382300.609819,102,1.5901824235916138
1709382302.2164452,105,1.5658560991287231
1709382302.7705915,106,1.6475449800491333
1709382306.5201132,113,1.5231539011001587
1709382313.4886134,126,1.578248143196106
1709382320.5390518,139,1.4803171157836914
1709382326.8868985,150,1.6055896282196045
1709382329.5242655,155,1.565798044204712
1709382331.071159,158,1.7059942483901978
1709382335.811465,167,1.613947868347168
1709382336.3518116,168,1.567919373512268
1709382341.788134,178,1.5831480026245117
1709382344.5166025,183,1.6442084312438965
1709382345.6085734,185,1.609199047088623
1709382346.150798,186,1.6768370866775513
1709382348.3395984,190,1.6945937871932983
1709382352.7116709,198,1.7014448642730713
1709382357.0616908,206,1.6807153224945068
1709382357.6044765,207,1.6524698734283447
1709382360.3225248,212,1.7534226179122925
1709382366.5127473,223,1.630972981452942
1709382369.7989502,229,1.502807855606079
1709382372.5263944,234,1.6178799867630005
1709382380.740067,249,1.6816688776016235
1709382383.983841,255,1.6388975381851196
1709382386.7138004,260,1.6611114740371704
1709382390.5236857,267,1.5921943187713623
1709382399.9329946,271,0.3688209652900696
1709382401.5972443,273,0.4105996787548065
1709382419.872142,292,1.6576049327850342
1709382422.6807027,297,1.6418312788009644
1709382423.2488027,298,1.5643894672393799
1709382426.0858316,303,1.5676789283752441
1709382428.9276102,308,1.7051410675048828
1709382430.0673485,310,1.670182466506958
1709382434.6118186,318,1.6183408498764038
1709382435.178888,319,1.6626558303833008
1709382441.4347413,330,1.5410560369491577
1709382446.627727,339,1.4580413103103638
1709382451.216903,347,1.6210936307907104
1709382460.6238596,363,1.4352729320526123
1709382462.9271212,367,1.575503945350647
1709382468.70911,377,1.480069875717163
1709382493.971538,421,1.4528601169586182
1709382494.543711,422,1.6028127670288086
1709382499.123897,430,1.4311835765838623
1709382504.310598,439,1.4144911766052246
1709382505.454698,441,1.4202122688293457
1709382506.0291274,442,1.397571325302124
1709382507.7527173,445,1.4216336011886597
1709382511.1796215,451,1.419487476348877
1709382516.3188264,460,1.4373034238815308
1709382518.0405262,463,1.4638147354125977
1709382518.6088552,464,1.4038219451904297
1709382524.3230515,474,1.4809576272964478
1709382534.0512536,491,1.5588830709457397
1709382535.1931052,493,1.5373189449310303
1709382546.177887,512,1.4515225887298584
1709382547.3323321,514,1.5127065181732178
1709382549.0530882,517,1.4236996173858643
1709382553.6425915,525,1.5062203407287598
1709382557.0701945,531,1.5072909593582153
1709382558.215137,533,1.5172926187515259
1709382559.9402418,536,1.559752106666565
1709382563.3974886,542,1.5083476305007935
1709382566.2623308,547,1.557057499885559
1709382578.3509696,557,0.3803834617137909
1709382582.0301776,563,0.35394546389579773
1709382591.1051812,569,1.4493770599365234
1709382593.416188,573,1.4266220331192017
1709382596.8639202,579,1.4289649724960327
1709382598.0190053,581,1.5060797929763794
1709382599.7483358,584,1.4688189029693604
1709382600.9042892,586,1.4185044765472412
1709382601.474849,587,1.4494340419769287
1709382604.3395667,592,1.4140326976776123
1709382604.9133902,593,1.42262864112854
1709382610.1011713,602,1.4289436340332031
1709382614.6905525,610,1.50346040725708
1709382617.5045135,615,1.401770830154419
1709382620.3776624,620,1.3738913536071777
1709382621.5245416,622,1.395154595375061
1709382628.4264097,634,1.3990294933319092
1709382632.4581707,641,1.3984777927398682
1709382633.0323877,642,1.3680047988891602
1709382634.1765885,644,1.454709529876709
1709382635.9075363,647,1.3743058443069458
1709382637.058618,649,1.407071828842163
1709382643.9416354,661,1.3729804754257202
1709382645.6618106,664,1.4960988759994507
1709382647.971932,668,1.5476548671722412
1709382649.6896346,671,1.4444655179977417
1709382651.4050338,674,1.4183019399642944
1709382653.695194,678,1.4184683561325073
1709382654.2655108,679,1.3799335956573486
1709382656.5659952,683,1.3616695404052734
1709382659.4320605,688,1.437402606010437
1709382669.7650418,706,1.4639921188354492
1709382674.3730292,714,1.3976980447769165
1709382676.695499,718,1.429518222808838
1709382678.9081798,722,1.3584177494049072
1709382679.5060816,723,1.4017564058303833
1709382683.25919,730,1.4848746061325073
1709382687.9958575,739,1.350667119026184
1709382690.159368,743,1.479519248008728
1709382692.363172,747,1.3482904434204102
1709382694.6613235,751,1.411264181137085
1709382695.238458,752,1.426228404045105
1709382697.5312984,756,1.4026415348052979
1709382702.7025068,765,1.4630082845687866
1709382705.0022984,769,1.4336204528808594
1709382705.5907948,770,1.4593936204910278
1709382706.1633022,771,1.3621104955673218
1709382707.3177047,773,1.361221432685852
1709382707.8963087,774,1.375124454498291
1709382711.3429208,780,1.3993375301361084
1709382713.6582966,784,1.392485499382019
1709382714.2299018,785,1.392227292060852
1709382715.3806286,787,1.388982892036438
1709382718.269119,792,1.3932148218154907
1709382718.8424664,793,1.3747889995574951
1709382719.421306,794,1.4378849267959595
1709382721.717099,798,1.4017713069915771
1709382724.0190332,802,1.3972378969192505
1709382726.915392,807,1.459118127822876
1709382727.492481,808,1.3727588653564453
1709382728.066275,809,1.4322911500930786
1709382741.3271248,832,1.4247851371765137
1709382749.9610748,836,0.3607999086380005
1709382751.197902,838,0.3340955376625061
1709382754.289035,843,0.34457626938819885
1709382774.0899851,867,1.2928627729415894
1709382775.2167907,869,1.3443626165390015
1709382777.959585,874,1.3817484378814697
1709382779.0504215,876,1.448473572731018
1709382781.220263,880,1.355820894241333
1709382782.3176672,882,1.3464651107788086
1709382786.7179983,890,1.4041340351104736
1709382790.0303075,896,1.3173363208770752
1709382792.2558637,900,1.346010446548462
1709382796.1489398,907,1.3322014808654785
1709382797.244255,909,1.2965915203094482
1709382800.5482543,915,1.3792598247528076
1709382801.651125,917,1.3662045001983643
1709382803.306588,920,1.3246864080429077
1709382804.9725637,923,1.3437843322753906
1709382809.394212,931,1.319087028503418
1709382809.9455733,932,1.357459306716919
1709382811.6035643,935,1.3675596714019775
1709382815.4755743,942,1.3038368225097656
1709382817.1510189,945,1.2863346338272095
1709382822.0940034,954,1.3529436588287354
1709382824.2842352,958,1.378192663192749
1709382825.9243536,961,1.3277004957199097
1709382826.4635491,962,1.3111069202423096
1709382831.3917472,971,1.4335713386535645
1709382831.9353492,972,1.39127516746521
1709382834.1145377,976,1.3892375230789185
1709382835.1944683,978,1.4064233303070068
1709382835.735658,979,1.3090344667434692
1709382837.9284534,983,1.3198720216751099
1709382838.4742348,984,1.3886573314666748
1709382840.1077714,987,1.3577173948287964
1709382840.6495013,988,1.3403759002685547
1709382844.991231,996,1.3956862688064575
1709382847.2028694,1000,1.3113336563110352
1709382848.29475,1002,1.3089418411254883
1709382849.3856356,1004,1.3602668046951294
1709382849.927822,1005,1.3762474060058594
1709382854.8074484,1014,1.2934529781341553
1709382856.4440372,1017,1.3720698356628418
1709382860.7966068,1025,1.3645936250686646
1709382861.8818178,1027,1.3460354804992676
1709382867.3238208,1037,1.31631338596344
1709382871.1321568,1044,1.3475526571273804
1709382878.2312322,1057,1.2665890455245972
1709382881.4844394,1063,1.2986555099487305
1709382883.1224844,1066,1.295111894607544
1709382884.2108443,1068,1.326888918876648
1709382886.4219773,1072,1.343814492225647
1709382888.6295516,1076,1.2817524671554565
1709382889.7328615,1078,1.3042901754379272
1709382892.4603572,1083,1.397545576095581
1709382893.0125105,1084,1.3769053220748901
1709382897.995502,1093,1.4042710065841675
1709382901.430061,1099,1.3883886337280273
1709382903.6448355,1103,1.4030922651290894
1709382904.1719542,1104,1.401233434677124
1709382909.4630568,1114,1.3304494619369507
1709382912.1283169,1119,1.2523548603057861
1709382926.3470871,1133,0.3080174922943115
1709382927.345802,1135,0.5166493654251099
1709382943.8981137,1155,1.3027732372283936
1709382944.4580858,1156,1.2627713680267334
1709382946.693911,1160,1.3820769786834717
1709382947.2518454,1161,1.344680666923523
1709382947.8084798,1162,1.300082802772522
1709382957.846387,1180,1.3110781908035278
1709382964.5389569,1192,1.249807596206665
1709382965.103115,1193,1.290642499923706
1709382968.496835,1199,1.2259174585342407
1709382969.6178913,1201,1.282838225364685
1709382972.4079006,1206,1.3032660484313965
1709382986.8437405,1232,1.3167616128921509
1709382987.947885,1234,1.2972520589828491
1709382993.4980907,1244,1.3512216806411743
1709382999.5848694,1255,1.3106496334075928
1709383001.2497318,1258,1.3525726795196533
1709383002.892116,1261,1.2237119674682617
1709383010.013187,1274,1.2607969045639038
1709383013.9761906,1281,1.2646530866622925
1709383017.437512,1287,1.3363159894943237
1709383021.4459133,1294,1.2473981380462646
1709383024.8668988,1300,1.3034220933914185
1709383030.5859237,1310,1.2807854413986206
1709383033.4326131,1315,1.2329775094985962
1709383033.979161,1316,1.3352365493774414
1709383035.622876,1319,1.3212616443634033
1709383039.9991293,1327,1.263481616973877
1709383041.6410024,1330,1.3023638725280762
